dt x z theta phi_a v_a new_xc new_d_theta phi_t v_t
0.0070 -2.1237 8.5461 0.8966 0.3988 2.4121 0.6237 -0.6742 0.3990 2.3980
0.0070 -2.1131 8.5593 0.8911 0.3988 2.4081 0.6131 -0.6797 0.3990 2.3980
0.0070 -2.1025 8.5723 0.8856 0.3988 2.4042 0.6025 -0.6852 0.3990 2.3980
0.0070 -2.0918 8.5852 0.8800 0.3988 2.4003 0.5918 -0.6908 0.3990 2.3980
0.0080 -2.0795 8.5999 0.8737 0.3988 2.3965 0.5795 -0.6971 0.3990 2.3980
0.0080 -2.0671 8.6145 0.8674 0.3988 2.3927 0.5671 -0.7034 0.3990 2.3980
0.0070 -2.0562 8.6272 0.8619 0.3988 2.3891 0.5562 -0.7089 0.3990 2.3980
0.0070 -2.0453 8.6398 0.8564 0.3988 2.3854 0.5453 -0.7144 0.3990 2.3980
0.0070 -2.0343 8.6524 0.8509 0.3988 2.3818 0.5343 -0.7199 0.3990 2.3980
0.0070 -2.0232 8.6648 0.8454 0.3988 2.3783 0.5232 -0.7254 0.3990 2.3980
0.0070 -2.0121 8.6772 0.8400 0.3988 2.3748 0.5121 -0.7308 0.3990 2.3980
0.0080 -1.9994 8.6913 0.8337 0.3988 2.3715 0.4994 -0.7371 0.3990 2.3980
0.0070 -1.9882 8.7035 0.8283 0.3988 2.3681 0.4882 -0.7425 0.3990 2.3980
0.0070 -1.9769 8.7156 0.8228 0.3988 2.3648 0.4769 -0.7480 0.3990 2.3980
0.0080 -1.9640 8.7294 0.8166 0.3988 2.3616 0.4640 -0.7542 0.3990 2.3980
0.0070 -1.9526 8.7413 0.8111 0.3988 2.3585 0.4526 -0.7596 0.3990 2.3980
0.0070 -1.9412 8.7532 0.8057 0.3988 2.3554 0.4412 -0.7651 0.3990 2.3980
0.0070 -1.9297 8.7651 0.8003 0.3988 2.3524 0.4297 -0.7705 0.3990 2.3980
0.0070 -1.9182 8.7768 0.7949 0.3988 2.3495 0.4182 -0.7759 0.3990 2.3980
0.0070 -1.9066 8.7885 0.7895 0.3988 2.3466 0.4066 -0.7813 0.3990 2.3980
0.0070 -1.8950 8.8000 0.7841 0.3988 2.3437 0.3950 -0.7867 0.3990 2.3980
0.0070 -1.8834 8.8116 0.7787 0.3988 2.3410 0.3834 -0.7921 0.3990 2.3980
0.0070 -1.8716 8.8230 0.7733 0.3988 2.3382 0.3716 -0.7975 0.3990 2.3980
0.0070 -1.8599 8.8343 0.7679 0.3988 2.3356 0.3599 -0.8029 0.3990 2.3980
0.0070 -1.8481 8.8456 0.7625 0.3988 2.3330 0.3481 -0.8083 0.3990 2.3980
0.0070 -1.8362 8.8568 0.7572 0.3988 2.3305 0.3362 -0.8136 0.3990 2.3980
0.0070 -1.8243 8.8680 0.7518 0.3988 2.3280 0.3243 -0.8190 0.3990 2.3980
0.0070 -1.8124 8.8790 0.7464 0.3988 2.3256 0.3124 -0.8244 0.3990 2.3980
0.0070 -1.8004 8.8900 0.7411 0.3988 2.3233 0.3004 -0.8297 0.3990 2.3980
0.0070 -1.7883 8.9009 0.7357 0.3988 2.3210 0.2883 -0.8351 0.3990 2.3980
0.0070 -1.7762 8.9117 0.7304 0.3988 2.3188 0.2762 -0.8404 0.3990 2.3980
0.0070 -1.7641 8.9225 0.7250 0.3988 2.3167 0.2641 -0.8457 0.3990 2.3980
0.0070 -1.7519 8.9332 0.7197 0.3988 2.3146 0.2519 -0.8511 0.3990 2.3980
0.0070 -1.7397 8.9438 0.7144 0.3988 2.3126 0.2397 -0.8564 0.3990 2.3980
0.0070 -1.7274 8.9543 0.7091 0.3988 2.3106 0.2274 -0.8617 0.3990 2.3980
0.0070 -1.7151 8.9648 0.7037 0.3988 2.3087 0.2151 -0.8671 0.3990 2.3980
0.0070 -1.7027 8.9751 0.6984 0.3988 2.3069 0.2027 -0.8724 0.3990 2.3980
0.0070 -1.6903 8.9854 0.6931 0.3988 2.3051 0.1903 -0.8777 0.3990 2.3980
0.0070 -1.6778 8.9957 0.6878 0.3988 2.3034 0.1778 -0.8830 0.3990 2.3980
0.0070 -1.6653 9.0058 0.6825 0.3988 2.3017 0.1653 -0.8883 0.3990 2.3980
0.0070 -1.6528 9.0159 0.6772 0.3988 2.3001 0.1528 -0.8936 0.3990 2.3980
0.0070 -1.6402 9.0260 0.6719 0.3988 2.2986 0.1402 -0.8989 0.3990 2.3980
0.0070 -1.6276 9.0359 0.6666 0.3988 2.2971 0.1276 -0.9042 0.3990 2.3980
0.0070 -1.6149 9.0458 0.6613 0.3988 2.2957 0.1149 -0.9095 0.3990 2.3980
0.0070 -1.6021 9.0556 0.6560 0.3988 2.2944 0.1021 -0.9148 0.3990 2.3980
0.0070 -1.5894 9.0653 0.6507 0.3988 2.2931 0.0894 -0.9201 0.3990 2.3980
0.0070 -1.5766 9.0749 0.6455 0.3988 2.2919 0.0766 -0.9253 0.3990 2.3980
0.0070 -1.5637 9.0845 0.6402 0.3988 2.2907 0.0637 -0.9306 0.3990 2.3980
0.0070 -1.5508 9.0940 0.6349 0.3988 2.2896 0.0508 -0.9359 0.3990 2.3980
0.0070 -1.5379 9.1034 0.6296 0.3988 2.2885 0.0379 -0.9412 0.3990 2.3980
0.0070 -1.5249 9.1128 0.6244 0.3988 2.2875 0.0249 -0.9464 0.3990 2.3980
0.0070 -1.5118 9.1221 0.6191 0.3988 2.2865 0.0118 -0.9517 0.3990 2.3980
0.0070 -1.4987 9.1313 0.6138 0.3988 2.2857 -0.0013 -0.9570 0.3990 2.3980
0.0070 -1.4856 9.1405 0.6085 0.3988 2.2848 -0.0144 -0.9622 0.3990 2.3980
0.0080 -1.4706 9.1508 0.6025 0.3988 2.2841 -0.0294 -0.9683 0.3990 2.3980
0.0070 -1.4574 9.1598 0.5973 0.3988 2.2833 -0.0426 -0.9735 0.3990 2.3980
0.0070 -1.4441 9.1687 0.5920 0.3988 2.2827 -0.0559 -0.9788 0.3990 2.3980
0.0070 -1.4308 9.1776 0.5868 0.3988 2.2821 -0.0692 -0.9840 0.3990 2.3980
0.0070 -1.4174 9.1863 0.5815 0.3988 2.2815 -0.0826 -0.9893 0.3990 2.3980
0.0080 -1.4021 9.1963 0.5755 0.3988 2.2811 -0.0979 -0.9953 0.3990 2.3980
0.0070 -1.3887 9.2049 0.5702 0.3988 2.2806 -0.1113 -1.0006 0.3990 2.3980
0.0070 -1.3752 9.2134 0.5650 0.3988 2.2802 -0.1248 -1.0058 0.3990 2.3980
0.0070 -1.3617 9.2219 0.5597 0.3988 2.2799 -0.1383 -1.0111 0.3990 2.3980
0.0070 -1.3481 9.2303 0.5545 0.3988 2.2796 -0.1519 -1.0163 0.3990 2.3980
0.0070 -1.3345 9.2386 0.5492 0.3988 2.2794 -0.1655 -1.0216 0.3990 2.3980
0.0070 -1.3209 9.2469 0.5440 0.3988 2.2792 -0.1791 -1.0268 0.3990 2.3980
0.0070 -1.3072 9.2551 0.5387 0.3988 2.2791 -0.1928 -1.0321 0.3990 2.3980
0.0070 -1.2934 9.2632 0.5335 0.3988 2.2790 -0.2066 -1.0373 0.3990 2.3980
0.0070 -1.2797 9.2712 0.5282 0.3988 2.2789 -0.2203 -1.0426 0.3990 2.3980
0.0080 -1.2639 9.2803 0.5222 0.3988 2.2790 -0.2361 -1.0486 0.3990 2.3980
0.0080 -1.2480 9.2893 0.5162 0.3988 2.2790 -0.2520 -1.0546 0.3990 2.3980
0.0080 -1.2321 9.2982 0.5102 0.3988 2.2792 -0.2679 -1.0606 0.3990 2.3980
0.0070 -1.2181 9.3059 0.5049 0.3988 2.2793 -0.2819 -1.0659 0.3990 2.3980
0.0070 -1.2041 9.3136 0.4997 0.3988 2.2796 -0.2959 -1.0711 0.3990 2.3980
0.0070 -1.1901 9.3212 0.4944 0.3988 2.2798 -0.3099 -1.0764 0.3990 2.3980
0.0070 -1.1760 9.3287 0.4892 0.3988 2.2801 -0.3240 -1.0816 0.3990 2.3980
0.0080 -1.1598 9.3371 0.4832 0.3988 2.2805 -0.3402 -1.0876 0.3990 2.3980
0.0080 -1.1436 9.3455 0.4772 0.3988 2.2809 -0.3564 -1.0936 0.3990 2.3980
0.0070 -1.1294 9.3528 0.4719 0.3988 2.2813 -0.3706 -1.0989 0.3990 2.3980
0.0080 -1.1131 9.3610 0.4659 0.3988 2.2818 -0.3869 -1.1049 0.3990 2.3980
0.0070 -1.0988 9.3681 0.4606 0.3988 2.2824 -0.4012 -1.1102 0.3990 2.3980
0.0070 -1.0844 9.3751 0.4554 0.3988 2.2829 -0.4156 -1.1154 0.3990 2.3980
0.0080 -1.0680 9.3830 0.4494 0.3988 2.2835 -0.4320 -1.1214 0.3990 2.3980
0.0080 -1.0515 9.3909 0.4433 0.3988 2.2842 -0.4485 -1.1275 0.3990 2.3980
0.0070 -1.0370 9.3977 0.4381 0.3988 2.2849 -0.4630 -1.1327 0.3990 2.3980
0.0080 -1.0204 9.4053 0.4321 0.3988 2.2856 -0.4796 -1.1387 0.3990 2.3980
0.0080 -1.0037 9.4129 0.4260 0.3988 2.2864 -0.4963 -1.1448 0.3990 2.3980
0.0080 -0.9870 9.4203 0.4200 0.3988 2.2873 -0.5130 -1.1508 0.3990 2.3980
0.0070 -0.9723 9.4268 0.4147 0.3988 2.2881 -0.5277 -1.1561 0.3990 2.3980
0.0070 -0.9576 9.4332 0.4095 0.3988 2.2890 -0.5424 -1.1613 0.3990 2.3980
0.0070 -0.9429 9.4395 0.4042 0.3988 2.2899 -0.5571 -1.1666 0.3990 2.3980
0.0070 -0.9281 9.4457 0.3989 0.3988 2.2908 -0.5719 -1.1719 0.3990 2.3980
0.0070 -0.9133 9.4519 0.3936 0.3988 2.2918 -0.5867 -1.1772 0.3990 2.3980
0.0070 -0.8985 9.4579 0.3883 0.3988 2.2928 -0.6015 -1.1825 0.3990 2.3980
0.0070 -0.8836 9.4639 0.3831 0.3988 2.2938 -0.6164 -1.1877 0.3990 2.3980
0.0080 -0.8665 9.4707 0.3770 0.3988 2.2949 -0.6335 -1.1938 0.3990 2.3980
0.0080 -0.8494 9.4774 0.3710 0.3988 2.2960 -0.6506 -1.1998 0.3990 2.3980
0.0070 -0.8344 9.4831 0.3657 0.3988 2.2971 -0.6656 -1.2051 0.3990 2.3980
0.0070 -0.8193 9.4888 0.3604 0.3988 2.2982 -0.6807 -1.2104 0.3990 2.3980
0.0080 -0.8021 9.4952 0.3543 0.3988 2.2994 -0.6979 -1.2165 0.3990 2.3980
0.0070 -0.7869 9.5007 0.3490 0.3988 2.3006 -0.7131 -1.2218 0.3990 2.3980
0.0070 -0.7718 9.5061 0.3437 0.3988 2.3018 -0.7282 -1.2271 0.3990 2.3980
0.0070 -0.7565 9.5115 0.3384 0.3988 2.3030 -0.7435 -1.2324 0.3990 2.3980
0.0070 -0.7413 9.5167 0.3331 0.3988 2.3042 -0.7587 -1.2377 0.3990 2.3980
0.0070 -0.7260 9.5219 0.3278 0.3988 2.3055 -0.7740 -1.2430 0.3990 2.3980
0.0070 -0.7107 9.5270 0.3225 0.3988 2.3068 -0.7893 -1.2483 0.3990 2.3980
0.0070 -0.6954 9.5321 0.3171 0.3988 2.3080 -0.8046 -1.2537 0.3990 2.3980
0.0070 -0.6800 9.5370 0.3118 0.3988 2.3093 -0.8200 -1.2590 0.3990 2.3980
0.0070 -0.6646 9.5419 0.3065 0.3988 2.3107 -0.8354 -1.2643 0.3990 2.3980
0.0070 -0.6491 9.5467 0.3012 0.3988 2.3120 -0.8509 -1.2696 0.3990 2.3980
0.0080 -0.6314 9.5521 0.2951 0.3988 2.3134 -0.8686 -1.2757 0.3990 2.3980
0.0080 -0.6136 9.5574 0.2890 0.3988 2.3147 -0.8864 -1.2818 0.3990 2.3980
0.0080 -0.5958 9.5625 0.2829 0.3988 2.3161 -0.9042 -1.2879 0.3990 2.3980
0.0070 -0.5802 9.5670 0.2775 0.3988 2.3175 -0.9198 -1.2933 0.3990 2.3980
0.0070 -0.5646 9.5714 0.2722 0.3988 2.3189 -0.9354 -1.2986 0.3990 2.3980
0.0080 -0.5467 9.5762 0.2661 0.3988 2.3204 -0.9533 -1.3047 0.3990 2.3980
0.0070 -0.5310 9.5804 0.2607 0.3988 2.3218 -0.9690 -1.3101 0.3990 2.3980
0.0080 -0.5130 9.5851 0.2546 0.3988 2.3233 -0.9870 -1.3162 0.3990 2.3980
0.0070 -0.4972 9.5891 0.2492 0.3988 2.3247 -1.0028 -1.3216 0.3990 2.3980
0.0070 -0.4814 9.5931 0.2439 0.3988 2.3262 -1.0186 -1.3269 0.3990 2.3980
0.0070 -0.4656 9.5969 0.2385 0.3988 2.3276 -1.0344 -1.3323 0.3990 2.3980
0.0080 -0.4475 9.6012 0.2324 0.3988 2.3291 -1.0525 -1.3384 0.3990 2.3980
0.0080 -0.4293 9.6054 0.2262 0.3988 2.3306 -1.0707 -1.3446 0.3990 2.3980
0.0070 -0.4134 9.6090 0.2209 0.3988 2.3321 -1.0866 -1.3499 0.3990 2.3980
0.0070 -0.3974 9.6124 0.2155 0.3988 2.3336 -1.1026 -1.3553 0.3990 2.3980
0.0070 -0.3814 9.6159 0.2101 0.3988 2.3351 -1.1186 -1.3607 0.3990 2.3980
0.0070 -0.3654 9.6192 0.2047 0.3988 2.3366 -1.1346 -1.3661 0.3990 2.3980
0.0070 -0.3494 9.6224 0.1993 0.3988 2.3381 -1.1506 -1.3715 0.3990 2.3980
0.0080 -0.3310 9.6260 0.1932 0.3988 2.3396 -1.1690 -1.3776 0.3990 2.3980
0.0080 -0.3126 9.6295 0.1870 0.3988 2.3411 -1.1874 -1.3838 0.3990 2.3980
0.0070 -0.2965 9.6325 0.1816 0.3988 2.3426 -1.2035 -1.3892 0.3990 2.3980
0.0070 -0.2803 9.6353 0.1762 0.3988 2.3442 -1.2197 -1.3946 0.3990 2.3980
0.0080 -0.2618 9.6385 0.1700 0.3988 2.3457 -1.2382 -1.4008 0.3990 2.3980
0.0070 -0.2456 9.6412 0.1646 0.3988 2.3472 -1.2544 -1.4062 0.3990 2.3980
0.0070 -0.2294 9.6438 0.1592 0.3988 2.3487 -1.2706 -1.4116 0.3990 2.3980
0.0070 -0.2131 9.6463 0.1538 0.3988 2.3502 -1.2869 -1.4170 0.3990 2.3980
0.0070 -0.1968 9.6488 0.1484 0.3988 2.3517 -1.3032 -1.4224 0.3990 2.3980
0.0070 -0.1805 9.6511 0.1429 0.3988 2.3532 -1.3195 -1.4279 0.3990 2.3980
0.0070 -0.1642 9.6534 0.1375 0.3988 2.3547 -1.3358 -1.4333 0.3990 2.3980
0.0070 -0.1479 9.6555 0.1321 0.3988 2.3562 -1.3521 -1.4387 0.3990 2.3980
0.0070 -0.1315 9.6576 0.1267 0.3988 2.3577 -1.3685 -1.4441 0.3990 2.3980
0.0070 -0.1151 9.6596 0.1212 0.3988 2.3591 -1.3849 -1.4496 0.3990 2.3980
0.0080 -0.0963 9.6618 0.1150 0.3988 2.3606 -1.4037 -1.4558 0.3990 2.3980
0.0070 -0.0799 9.6636 0.1096 0.3988 2.3621 -1.4201 -1.4612 0.3990 2.3980
0.0080 -0.0611 9.6655 0.1033 0.3988 2.3635 -1.4389 -1.4675 0.3990 2.3980
0.0080 -0.0423 9.6674 0.0971 0.3988 2.3650 -1.4577 -1.4737 0.3990 2.3980
0.0070 -0.0258 9.6689 0.0916 0.3988 2.3664 -1.4742 -1.4791 0.3990 2.3980
0.0080 -0.0069 9.6705 0.0854 0.3988 2.3678 -1.4931 -1.4854 0.3990 2.3980
0.0070 0.0096 9.6718 0.0800 0.3988 2.3693 -1.5096 -1.4908 0.3990 2.3980
0.0090 0.0309 9.6734 0.0729 0.3988 2.3707 -1.5309 -1.4979 0.3990 2.3980
0.0080 0.0498 9.6747 0.0667 0.3988 2.3721 -1.5498 -1.5041 0.3990 2.3980
0.0070 0.0664 9.6757 0.0612 0.3988 2.3735 -1.5664 -1.5096 0.3990 2.3980
0.0070 0.0830 9.6766 0.0557 0.3988 2.3748 -1.5830 -1.5151 0.3990 2.3980
0.0070 0.0996 9.6774 0.0503 0.3988 2.3762 -1.5996 -1.5205 0.3990 2.3980
0.0070 0.1163 9.6782 0.0448 0.3988 2.3776 -1.6163 -1.5260 0.3990 2.3980
0.0070 0.1329 9.6788 0.0393 0.3988 2.3789 -1.6329 -1.5315 0.3990 2.3980
0.0120 0.1615 9.6797 0.0299 0.3988 2.3803 -1.6615 -1.5409 0.3990 2.3980
0.0070 0.1781 9.6801 0.0244 0.3988 2.3816 -1.6781 -1.5464 0.3990 2.3980
0.0070 0.1948 9.6804 0.0189 0.3988 2.3829 -1.6948 -1.5519 0.3990 2.3980
0.0070 0.2115 9.6806 0.0134 0.3988 2.3842 -1.7115 -1.5574 0.3990 2.3980
0.0070 0.2282 9.6808 0.0079 0.3988 2.3855 -1.7282 -1.5629 0.3990 2.3980
0.0070 0.2449 9.6808 0.0024 0.3988 2.3867 -1.7449 -1.5684 0.3990 2.3980
0.0070 0.2616 9.6808 -0.0031 0.3988 2.3880 -1.7616 -1.5739 0.3990 2.3980
0.0070 0.2783 9.6806 -0.0086 0.3988 2.3892 -1.7783 -1.5794 0.3990 2.3980
0.0070 0.2951 9.6804 -0.0141 0.3988 2.3905 -1.7951 -1.5849 0.3990 2.3980
0.0070 0.3118 9.6800 -0.0196 0.3988 2.3917 -1.8118 -1.5904 0.3990 2.3980
0.0070 0.3286 9.6796 -0.0251 0.3988 2.3929 -1.8286 -1.5959 0.3990 2.3980
0.0090 0.3501 9.6789 -0.0322 0.3988 2.3941 -1.8501 -1.6030 0.3990 2.3980
0.0070 0.3668 9.6783 -0.0377 0.3988 2.3952 -1.8668 -1.6085 0.3990 2.3980
0.0070 0.3836 9.6776 -0.0433 0.3988 2.3964 -1.8836 -1.6141 0.3990 2.3980
0.0070 0.4004 9.6768 -0.0488 0.3988 2.3975 -1.9004 -1.6196 0.3990 2.3980
0.0070 0.4171 9.6758 -0.0543 0.3988 2.3986 -1.9171 -1.6251 0.3990 2.3980
0.0070 0.4339 9.6748 -0.0598 0.3988 2.3997 -1.9339 -1.6306 0.3990 2.3980
0.0110 0.4602 9.6730 -0.0685 0.3988 2.4008 -1.9602 -1.6393 0.3990 2.3980
0.0070 0.4770 9.6718 -0.0741 0.3988 2.4018 -1.9770 -1.6449 0.3990 2.3980
0.0070 0.4938 9.6704 -0.0796 0.3988 2.4029 -1.9938 -1.6504 0.3990 2.3980
0.0070 0.5105 9.6690 -0.0852 0.3988 2.4039 -2.0105 -1.6560 0.3990 2.3980
0.0070 0.5273 9.6675 -0.0907 0.3988 2.4049 -2.0273 -1.6615 0.3990 2.3980
0.0070 0.5441 9.6659 -0.0962 0.3988 2.4059 -2.0441 -1.6670 0.3990 2.3980
0.0070 0.5608 9.6642 -0.1018 0.3988 2.4069 -2.0608 -1.6726 0.3990 2.3980
0.0070 0.5776 9.6624 -0.1073 0.3988 2.4078 -2.0776 -1.6781 0.3990 2.3980
0.0070 0.5943 9.6605 -0.1129 0.3988 2.4087 -2.0943 -1.6837 0.3990 2.3980
0.0070 0.6111 9.6585 -0.1184 0.3988 2.4097 -2.1111 -1.6892 0.3990 2.3980
0.0070 0.6278 9.6564 -0.1240 0.3988 2.4106 -2.1278 -1.6948 0.3990 2.3980
0.0080 0.6470 9.6539 -0.1304 0.3988 2.4114 -2.1470 -1.7011 0.3990 2.3980
0.0070 0.6637 9.6516 -0.1359 0.3988 2.4123 -2.1637 -1.7067 0.3990 2.3980
0.0070 0.6804 9.6492 -0.1415 0.3988 2.4132 -2.1804 -1.7123 0.3990 2.3980
0.0070 0.6971 9.6467 -0.1470 0.3988 2.4140 -2.1971 -1.7178 0.3990 2.3980
0.0070 0.7138 9.6442 -0.1526 0.3988 2.4148 -2.2138 -1.7234 0.3990 2.3980
0.0070 0.7305 9.6415 -0.1582 0.3988 2.4156 -2.2305 -1.7290 0.3990 2.3980
0.0070 0.7472 9.6387 -0.1637 0.3988 2.4164 -2.2472 -1.7345 0.3990 2.3980
0.0080 0.7663 9.6355 -0.1701 0.3988 2.4171 -2.2663 -1.7409 0.3990 2.3980
0.0080 0.7853 9.6321 -0.1765 0.3988 2.4178 -2.2853 -1.7473 0.3990 2.3980
0.0080 0.8044 9.6285 -0.1828 0.3988 2.4185 -2.3044 -1.7536 0.3990 2.3980
0.0080 0.8234 9.6249 -0.1892 0.3988 2.4192 -2.3234 -1.7600 0.3990 2.3980
0.0080 0.8424 9.6211 -0.1956 0.3988 2.4199 -2.3424 -1.7664 0.3990 2.3980
0.0080 0.8613 9.6173 -0.2020 0.3988 2.4205 -2.3613 -1.7728 0.3990 2.3980
0.0080 0.8803 9.6133 -0.2083 0.3988 2.4212 -2.3803 -1.7791 0.3990 2.3980
0.0080 0.8992 9.6091 -0.2147 0.3988 2.4218 -2.3992 -1.7855 0.3990 2.3980
0.0080 0.9181 9.6049 -0.2211 0.3988 2.4223 -2.4181 -1.7919 0.3990 2.3980
0.0080 0.9370 9.6005 -0.2275 0.3988 2.4229 -2.4370 -1.7983 0.3990 2.3980
0.0070 0.9535 9.5966 -0.2331 0.3988 2.4234 -2.4535 -1.8039 0.3990 2.3980
0.0080 0.9723 9.5920 -0.2395 0.3988 2.4240 -2.4723 -1.8102 0.3990 2.3980
0.0080 0.9911 9.5873 -0.2458 0.3988 2.4244 -2.4911 -1.8166 0.3990 2.3980
0.0080 1.0099 9.5824 -0.2522 0.3988 2.4249 -2.5099 -1.8230 0.3990 2.3980
0.0080 1.0287 9.5775 -0.2586 0.3988 2.4254 -2.5287 -1.8294 0.3990 2.3980
0.0070 1.0451 9.5730 -0.2642 0.3988 2.4258 -2.5451 -1.8350 0.3990 2.3980
0.0070 1.0615 9.5685 -0.2698 0.3988 2.4262 -2.5615 -1.8406 0.3990 2.3980
0.0070 1.0778 9.5639 -0.2754 0.3988 2.4266 -2.5778 -1.8462 0.3990 2.3980
0.0080 1.0964 9.5585 -0.2818 0.3988 2.4270 -2.5964 -1.8526 0.3990 2.3980
0.0080 1.1151 9.5530 -0.2882 0.3988 2.4274 -2.6151 -1.8590 0.3990 2.3980
0.0080 1.1337 9.5473 -0.2946 0.3988 2.4277 -2.6337 -1.8654 0.3990 2.3980
0.0070 1.1499 9.5423 -0.3002 0.3988 2.4281 -2.6499 -1.8710 0.3990 2.3980
0.0080 1.1684 9.5364 -0.3066 0.3988 2.4284 -2.6684 -1.8774 0.3990 2.3980
0.0080 1.1869 9.5305 -0.3130 0.3988 2.4287 -2.6869 -1.8838 0.3990 2.3980
0.0070 1.2030 9.5251 -0.3186 0.3988 2.4289 -2.7030 -1.8894 0.3990 2.3980
0.0080 1.2215 9.5189 -0.3250 0.3988 2.4292 -2.7215 -1.8958 0.3990 2.3980
0.0080 1.2398 9.5126 -0.3314 0.3988 2.4294 -2.7398 -1.9022 0.3990 2.3980
0.0080 1.2582 9.5062 -0.3378 0.3988 2.4296 -2.7582 -1.9086 0.3990 2.3980
0.0080 1.2765 9.4996 -0.3442 0.3988 2.4298 -2.7765 -1.9150 0.3990 2.3980
0.0080 1.2947 9.4929 -0.3506 0.3988 2.4300 -2.7947 -1.9214 0.3990 2.3980
0.0080 1.3129 9.4861 -0.3570 0.3988 2.4302 -2.8129 -1.9278 0.3990 2.3980
0.0080 1.3311 9.4792 -0.3634 0.3988 2.4303 -2.8311 -1.9342 0.3990 2.3980
0.0080 1.3493 9.4722 -0.3698 0.3988 2.4304 -2.8493 -1.9406 0.3990 2.3980
0.0080 1.3673 9.4651 -0.3762 0.3988 2.4305 -2.8673 -1.9470 0.3990 2.3980
0.0080 1.3854 9.4578 -0.3826 0.3988 2.4306 -2.8854 -1.9534 0.3990 2.3980
0.0080 1.4034 9.4504 -0.3890 0.3988 2.4307 -2.9034 -1.9598 0.3990 2.3980
0.0080 1.4213 9.4429 -0.3954 0.3988 2.4308 -2.9213 -1.9662 0.3990 2.3980
0.0070 1.4370 9.4363 -0.4010 0.3988 2.4308 -2.9370 -1.9718 0.3990 2.3980
0.0070 1.4526 9.4296 -0.4066 0.3988 2.4308 -2.9526 -1.9774 0.3990 2.3980
0.0070 1.4682 9.4227 -0.4122 0.3988 2.4308 -2.9682 -1.9830 0.3990 2.3980
0.0070 1.4838 9.4158 -0.4178 0.3988 2.4308 -2.9838 -1.9886 0.3990 2.3980
0.0080 1.5015 9.4078 -0.4242 0.3988 2.4308 -3.0015 -1.9950 0.3990 2.3980
0.0070 1.5169 9.4007 -0.4298 0.3988 2.4308 -3.0169 -2.0006 0.3990 2.3980
0.0070 1.5324 9.3936 -0.4354 0.3988 2.4308 -3.0324 -2.0062 0.3990 2.3980
0.0080 1.5500 9.3853 -0.4418 0.3988 2.4307 -3.0500 -2.0126 0.3990 2.3980
0.0080 1.5675 9.3768 -0.4482 0.3988 2.4306 -3.0675 -2.0190 0.3990 2.3980
0.0080 1.5849 9.3683 -0.4546 0.3988 2.4306 -3.0849 -2.0254 0.3990 2.3980
0.0070 1.6002 9.3607 -0.4602 0.3988 2.4305 -3.1002 -2.0310 0.3990 2.3980
0.0070 1.6154 9.3531 -0.4658 0.3988 2.4304 -3.1154 -2.0366 0.3990 2.3980
0.0070 1.6305 9.3454 -0.4714 0.3988 2.4303 -3.1305 -2.0422 0.3990 2.3980
0.0080 1.6478 9.3364 -0.4778 0.3988 2.4301 -3.1478 -2.0486 0.3990 2.3980
0.0080 1.6650 9.3274 -0.4842 0.3988 2.4300 -3.1650 -2.0550 0.3990 2.3980
0.0080 1.6822 9.3182 -0.4906 0.3988 2.4298 -3.1822 -2.0614 0.3990 2.3980
0.0080 1.6992 9.3090 -0.4970 0.3988 2.4297 -3.1992 -2.0678 0.3990 2.3980
0.0080 1.7163 9.2996 -0.5034 0.3988 2.4295 -3.2163 -2.0742 0.3990 2.3980
0.0080 1.7332 9.2901 -0.5098 0.3988 2.4293 -3.2332 -2.0806 0.3990 2.3980
0.0080 1.7501 9.2805 -0.5162 0.3988 2.4291 -3.2501 -2.0870 0.3990 2.3980
0.0070 1.7649 9.2720 -0.5218 0.3988 2.4289 -3.2649 -2.0926 0.3990 2.3980
0.0070 1.7796 9.2635 -0.5274 0.3988 2.4287 -3.2796 -2.0982 0.3990 2.3980
0.0070 1.7942 9.2548 -0.5330 0.3988 2.4284 -3.2942 -2.1038 0.3990 2.3980
0.0070 1.8088 9.2461 -0.5386 0.3988 2.4282 -3.3088 -2.1094 0.3990 2.3980
0.0080 1.8254 9.2360 -0.5450 0.3988 2.4280 -3.3254 -2.1158 0.3990 2.3980
0.0070 1.8399 9.2272 -0.5506 0.3988 2.4277 -3.3399 -2.1214 0.3990 2.3980
0.0070 1.8543 9.2182 -0.5562 0.3988 2.4274 -3.3543 -2.1270 0.3990 2.3980
0.0080 1.8707 9.2078 -0.5626 0.3988 2.4272 -3.3707 -2.1334 0.3990 2.3980
0.0080 1.8871 9.1974 -0.5689 0.3988 2.4269 -3.3871 -2.1397 0.3990 2.3980
0.0070 1.9014 9.1881 -0.5745 0.3988 2.4266 -3.4014 -2.1453 0.3990 2.3980
0.0080 1.9176 9.1775 -0.5809 0.3988 2.4263 -3.4176 -2.1517 0.3990 2.3980
0.0080 1.9337 9.1667 -0.5873 0.3988 2.4260 -3.4337 -2.1581 0.3990 2.3980
0.0070 1.9478 9.1572 -0.5929 0.3988 2.4257 -3.4478 -2.1637 0.3990 2.3980
0.0080 1.9638 9.1463 -0.5993 0.3988 2.4254 -3.4638 -2.1701 0.3990 2.3980
0.0080 1.9798 9.1353 -0.6057 0.3988 2.4250 -3.4798 -2.1765 0.3990 2.3980
0.0080 1.9957 9.1241 -0.6121 0.3988 2.4247 -3.4957 -2.1829 0.3990 2.3980
